Month,Years Since Epoch (t),Region,Max NDVI,Mean NDVI,Min NDVI
06/21,51.453,Vakinankaratra,9203,4316.161,-1984
06/21,51.453,Vatovavy Fitovinany,9979,7509.073,-1987
07/21,51.536,Alaotra Mangoro,9939,5892.953,-1995
07/21,51.536,Amoron I Mania,9416,3841.562,-1371
07/21,51.536,Analamanga,9928,4031.694,-1989
07/21,51.536,Analanjirofo,9995,8153.541,-1943
07/21,51.536,Androy,7818,3224.978,-1505
07/21,51.536,Anosy,9921,3813.93,-2000
07/21,51.536,Atsimo Andrefana,9442,3118.616,-1997
07/21,51.536,Atsimo Atsinanana,9879,6445.706,-1977
07/21,51.536,Atsinanana,9918,7830.837,-1993
07/21,51.536,Betsiboka,8355,3597.003,-1996
07/21,51.536,Boeny,9081,4284.579,-2000
07/21,51.536,Bongolava,9578,3504.83,-1592
07/21,51.536,Diana,9991,6234.619,-1983
07/21,51.536,Haute Matsiatra,9225,3579.016,97
07/21,51.536,Ihorombe,9750,3536.626,-986
07/21,51.536,Itasy,7814,3302.467,-1984
07/21,51.536,Melaky,9595,4215.477,-1989
07/21,51.536,Menabe,9486,3785.274,-1990
07/21,51.536,Sava,9994,7189.352,-1929
07/21,51.536,Sofia,9933,5252.974,-1995
07/21,51.536,Vakinankaratra,9492,3738.837,-1940
07/21,51.536,Vatovavy Fitovinany,9872,7185.276,-2000
08/21,51.62,Alaotra Mangoro,9988,5094.269,-2000
08/21,51.62,Amoron I Mania,9249,3654.658,-585
08/21,51.62,Analamanga,9203,3766.262,-1962
08/21,51.62,Analanjirofo,9994,6667.859,-1922
08/21,51.62,Androy,7850,2888.22,-521
08/21,51.62,Anosy,9979,3416.406,-1980
08/21,51.62,Atsimo Andrefana,9386,2786.841,-1989
08/21,51.62,Atsimo Atsinanana,9976,6290.843,-1782
08/21,51.62,Atsinanana,9994,6805.591,-2000
08/21,51.62,Betsiboka,9645,3258.016,-2000
08/21,51.62,Boeny,9942,3912.805,-2000
08/21,51.62,Bongolava,7950,3177.549,-1478
08/21,51.62,Diana,9983,5837.194,-2000
08/21,51.62,Haute Matsiatra,9192,3328.731,656
08/21,51.62,Ihorombe,9962,3250.149,-433
08/21,51.62,Itasy,6306,2980.67,-1990
08/21,51.62,Melaky,9667,3872.685,-1992
08/21,51.62,Menabe,9441,3429.692,-2000
08/21,51.62,Sava,9995,6604.456,-2000
08/21,51.62,Sofia,9991,4722.092,-1980
08/21,51.62,Vakinankaratra,9666,3525.817,-1523
08/21,51.62,Vatovavy Fitovinany,9992,7092.602,-1971
09/21,51.705,Alaotra Mangoro,9991,5079.14,-1994
09/21,51.705,Amoron I Mania,9817,3366.625,674
09/21,51.705,Analamanga,9537,3355.237,-1981
09/21,51.705,Analanjirofo,9995,6523.217,-1983
09/21,51.705,Androy,7213,2516.811,-1665
09/21,51.705,Anosy,9381,3142.865,-2000
09/21,51.705,Atsimo Andrefana,8772,2597.726,-2000
09/21,51.705,Atsimo Atsinanana,9984,5786.517,-1882
09/21,51.705,Atsinanana,9994,7050.579,-1993
09/21,51.705,Betsiboka,8052,2955.601,-2000
09/21,51.705,Boeny,9943,3634.748,-1998
09/21,51.705,Bongolava,7581,2904.123,-1167
09/21,51.705,Diana,9958,5631.735,-1975
09/21,51.705,Haute Matsiatra,9516,3044.994,901
09/21,51.705,Ihorombe,9904,2999.692,730
09/21,51.705,Itasy,6706,2741.55,-2000
09/21,51.705,Melaky,9936,3637.073,-2000
09/21,51.705,Menabe,9508,3157.958,-1967
09/21,51.705,Sava,9995,6740.447,-1929
09/21,51.705,Sofia,9972,4492.359,-2000
09/21,51.705,Vakinankaratra,9706,3259.119,-1758
09/21,51.705,Vatovavy Fitovinany,9974,6838.308,-2000
10/21,51.788,Alaotra Mangoro,9988,5096.477,-2000
10/21,51.788,Amoron I Mania,9316,3355.257,746
10/21,51.788,Analamanga,9118,3432.499,-1944
10/21,51.788,Analanjirofo,9990,7372.263,-1862
10/21,51.788,Androy,7181,2494.169,-1117
10/21,51.788,Anosy,9943,3076.798,-1952
10/21,51.788,Atsimo Andrefana,8344,2523.81,-1992
10/21,51.788,Atsimo Atsinanana,9982,5876.017,-1799
10/21,51.788,Atsinanana,9994,7207.346,-1908
10/21,51.788,Betsiboka,8096,2976.623,-1959
10/21,51.788,Boeny,9871,3552.315,-2000
10/21,51.788,Bongolava,7895,2859.162,-1057
10/21,51.788,Diana,9990,5648.115,-1976
10/21,51.788,Haute Matsiatra,8938,3014.147,523
10/21,51.788,Ihorombe,9891,2905.579,296
10/21,51.788,Itasy,8452,2724.184,-1904
10/21,51.788,Melaky,9977,3586.722,-1991
10/21,51.788,Menabe,9883,3073.117,-1990
10/21,51.788,Sava,9994,6502.267,-1960
10/21,51.788,Sofia,9986,4443.475,-1992
10/21,51.788,Vakinankaratra,9576,3209.543,-1773
10/21,51.788,Vatovavy Fitovinany,9745,6874.256,-1780
11/21,51.872,Alaotra Mangoro,9994,4938.31,-1997
11/21,51.872,Amoron I Mania,9493,3297.426,-260
11/21,51.872,Analamanga,9295,3422.312,-1985
11/21,51.872,Analanjirofo,9993,7484.798,-1934
11/21,51.872,Androy,7401,2411.878,-956
11/21,51.872,Anosy,9952,3053.967,-1984
11/21,51.872,Atsimo Andrefana,9679,2479.079,-1987
11/21,51.872,Atsimo Atsinanana,9985,5851.0,-1898
11/21,51.872,Atsinanana,9994,6846.084,-1942
11/21,51.872,Betsiboka,9824,2930.596,-1978
11/21,51.872,Boeny,9933,3650.508,-2000
11/21,51.872,Bongolava,7840,2827.064,-1217
11/21,51.872,Diana,9992,5660.549,-1994
11/21,51.872,Haute Matsiatra,9913,2980.835,766
11/21,51.872,Ihorombe,9913,2838.562,427
11/21,51.872,Itasy,7179,2752.846,-1990
11/21,51.872,Melaky,9634,3411.254,-1994
11/21,51.872,Menabe,9572,3011.104,-1970
11/21,51.872,Sava,9995,6891.264,-1938
11/21,51.872,Sofia,9992,4632.628,-1985
11/21,51.872,Vakinankaratra,9182,3247.223,-1895
11/21,51.872,Vatovavy Fitovinany,9990,6525.84,-1965
